Número de Orden,SKU,Descripción SKU,Cantidad,Largo_cm,Ancho_cm,Alto_cm,Volumen_unitario_m3,Peso_unitario_kg,Volumen_total_m3,Peso_total_kg
ORD-CL-202612-001686,SKU-00699,Monitor 24 pulgadas,1,60.4,43.9,14.5,0.038448,4.957,0.038448,4.957
ORD-CL-202612-001686,SKU-00521,Cámara seguridad,4,19.2,15.0,10.4,0.002995,0.598,0.01198,2.392
ORD-CL-202612-001686,SKU-00585,Mouse óptico,17,15.1,10.5,5.0,0.000793,0.195,0.013481,3.315
ORD-CL-202612-001686,SKU-00589,Tornillos caja 100u,4,7.8,6.3,4.1,0.000201,0.441,0.000804,1.764
ORD-CL-202612-001687,SKU-00266,Taladro eléctrico,7,38.1,29.0,9.9,0.010939,2.835,0.076573,19.845
ORD-CL-202612-001687,SKU-00259,Sierra circular,18,44.0,36.6,14.9,0.023995,5.162,0.43191,92.916
ORD-CL-202612-001687,SKU-00626,Pintura látex 1L,2,12.1,11.5,13.5,0.001879,1.405,0.003758,2.81
ORD-CL-202612-001687,SKU-00862,Silicona cartucho,2,23.9,4.9,4.8,0.000562,0.321,0.001124,0.642
ORD-CL-202612-001688,SKU-00785,Clavos caja 1kg,1,14.5,10.4,5.9,0.00089,1.018,0.00089,1.018
ORD-CL-202612-001688,SKU-00011,Router WiFi,5,25.4,20.1,8.1,0.004135,0.693,0.020675,3.465
ORD-CL-202612-001688,SKU-00249,Caja herramientas plástica,12,51.3,29.7,24.6,0.037481,3.213,0.449772,38.556
ORD-CL-202612-001688,SKU-00056,Parlante Bluetooth,5,25.2,11.6,11.7,0.00342,0.984,0.0171,4.92
ORD-CL-202612-001688,SKU-00520,Smartphone caja,3,17.2,10.0,5.1,0.000877,0.618,0.002631,1.854
ORD-CL-202612-001688,SKU-00238,Tablet 10 pulgadas,2,27.1,19.5,6.3,0.003329,0.83,0.006658,1.66
ORD-CL-202612-001688,SKU-00469,Monitor 24 pulgadas,5,59.1,46.8,15.4,0.042595,5.133,0.212975,25.665
ORD-CL-202612-001688,SKU-00412,Mouse óptico,1,15.3,10.2,5.1,0.000796,0.188,0.000796,0.188
ORD-CL-202612-001688,SKU-00059,Notebook 15 pulgadas,5,39.5,28.9,6.0,0.006849,2.145,0.034245,10.725
ORD-CL-202612-001688,SKU-00731,Caja herramientas plástica,5,52.1,28.9,23.9,0.035986,3.246,0.17993,16.23
ORD-CL-202612-001688,SKU-00545,Espejo pared 80x60,1,88.4,69.6,8.1,0.049836,7.687,0.049836,7.687
ORD-CL-202612-001688,SKU-00309,Router WiFi,2,24.7,20.3,8.0,0.004011,0.698,0.008022,1.396
ORD-CL-202612-001688,SKU-00004,Silicona cartucho,3,22.8,4.9,5.1,0.00057,0.29,0.00171,0.87
ORD-CL-202612-001688,SKU-00404,Silicona cartucho,5,22.8,4.9,5.2,0.000581,0.289,0.002905,1.445
ORD-CL-202612-001689,SKU-00592,Pintura látex 4L,4,19.2,20.1,24.9,0.009609,4.946,0.038436,19.784
ORD-CL-202612-001689,SKU-00005,Lámpara mesa,1,36.5,24.7,24.7,0.022268,2.362,0.022268,2.362
ORD-CL-202612-001689,SKU-00267,Florero cerámica,2,24.9,25.7,41.7,0.026685,2.844,0.05337,5.688
ORD-CL-202612-001689,SKU-00354,Alicate universal,4,21.0,7.1,3.1,0.000462,0.347,0.001848,1.388
ORD-CL-202612-001689,SKU-00179,Parlante Bluetooth,12,25.2,12.5,11.6,0.003654,0.997,0.043848,11.964
ORD-CL-202612-001689,SKU-00450,Lámpara mesa,27,34.5,24.3,24.0,0.02012,2.343,0.54324,63.261
ORD-CL-202612-001689,SKU-00262,Cable eléctrico 10m,1,25.0,26.1,7.7,0.005024,1.298,0.005024,1.298
ORD-CL-202612-001689,SKU-00691,Cinta aisladora,2,9.9,9.9,2.0,0.000196,0.125,0.000392,0.25
ORD-CL-202612-001689,SKU-00207,Cable eléctrico 10m,1,25.6,25.1,8.3,0.005333,1.18,0.005333,1.18
ORD-CL-202612-001689,SKU-00519,Martillo carpintero,4,33.2,12.0,4.0,0.001594,0.897,0.006376,3.588
ORD-CL-202612-001689,SKU-00675,Escalera aluminio 4 peldaños,5,122.1,43.6,15.1,0.080386,8.676,0.40193,43.38
ORD-CL-202612-001690,SKU-00346,Espejo pared 80x60,3,94.4,68.2,8.0,0.051505,7.268,0.154515,21.804
ORD-CL-202612-001690,SKU-00475,Sierra circular,2,43.4,35.7,14.3,0.022156,5.673,0.044312,11.346
ORD-CL-202612-001690,SKU-00136,Tornillos caja 100u,1,7.9,6.3,3.8,0.000189,0.439,0.000189,0.439
ORD-CL-202612-001690,SKU-00094,Pintura látex 4L,1,20.1,20.6,24.6,0.010186,4.769,0.010186,4.769
ORD-CL-202612-001690,SKU-00599,Tornillos caja 100u,4,8.0,6.2,4.0,0.000198,0.431,0.000792,1.724
ORD-CL-202612-001690,SKU-00429,Pintura látex 1L,1,11.7,12.1,13.6,0.001925,1.407,0.001925,1.407
ORD-CL-202612-001690,SKU-00387,Pintura látex 1L,6,12.3,12.0,14.3,0.002111,1.251,0.012666,7.506
ORD-CL-202612-001690,SKU-00244,Pintura látex 1L,3,12.0,11.9,14.1,0.002013,1.327,0.006039,3.981
ORD-CL-202612-001690,SKU-00265,Broca acero 10mm,7,20.2,5.0,3.1,0.000313,0.197,0.002191,1.379
ORD-CL-202612-001690,SKU-00081,Cámara seguridad,1,20.2,15.5,9.9,0.0031,0.701,0.0031,0.701
ORD-CL-202612-001690,SKU-00433,Sierra circular,3,43.3,35.6,14.7,0.02266,5.12,0.06798,15.36
ORD-CL-202612-001690,SKU-00420,Amoladora angular,5,40.4,33.3,12.4,0.016682,3.049,0.08341,15.245
ORD-CL-202612-001690,SKU-00120,Smart TV 43 pulgadas,1,110.4,68.3,14.9,0.112351,12.669,0.112351,12.669
ORD-CL-202612-001690,SKU-00840,Alicate universal,2,21.5,6.7,2.9,0.000418,0.346,0.000836,0.692
ORD-CL-202612-001690,SKU-00065,Parlante Bluetooth,5,24.7,12.4,12.3,0.003767,0.9,0.018835,4.5
ORD-CL-202612-001690,SKU-00884,Llave ajustable 8 pulgadas,4,26.0,8.0,3.0,0.000624,0.63,0.002496,2.52
ORD-CL-202612-001690,SKU-00152,Smart TV 43 pulgadas,3,107.3,72.7,15.5,0.120911,13.432,0.362733,40.296
ORD-CL-202612-001690,SKU-00692,Pintura látex 1L,3,12.3,11.4,13.6,0.001907,1.39,0.005721,4.17
ORD-CL-202612-001690,SKU-00076,Notebook 15 pulgadas,1,38.6,30.5,5.8,0.006828,2.011,0.006828,2.011
ORD-CL-202612-001691,SKU-00580,Espejo pared 80x60,5,90.6,70.5,7.9,0.05046,7.434,0.2523,37.17
ORD-CL-202612-001691,SKU-00763,Estantería modular,1,97.9,47.5,19.3,0.08975,11.034,0.08975,11.034
ORD-CL-202612-001691,SKU-00178,Router WiFi,3,26.2,20.5,7.7,0.004136,0.787,0.012408,2.361
ORD-CL-202612-001691,SKU-00019,Rodillo pintura,2,31.3,25.1,8.3,0.006521,0.402,0.013042,0.804
ORD-CL-202612-001691,SKU-00707,Taladro eléctrico,3,38.3,31.4,9.7,0.011665,2.699,0.034995,8.097
ORD-CL-202612-001691,SKU-00532,Alicate universal,5,21.5,7.1,3.0,0.000458,0.379,0.00229,1.895
ORD-CL-202612-001691,SKU-00186,Cable eléctrico 10m,4,25.1,24.5,7.9,0.004858,1.316,0.019432,5.264
ORD-CL-202612-001691,SKU-00377,Monitor 24 pulgadas,8,58.3,46.4,15.5,0.041929,4.434,0.335432,35.472
ORD-CL-202612-001692,SKU-00052,Florero cerámica,6,23.9,25.1,41.3,0.024775,2.52,0.14865,15.12
ORD-CL-202612-001692,SKU-00220,Rodillo pintura,3,28.8,24.7,7.7,0.005477,0.436,0.016431,1.308
ORD-CL-202612-001692,SKU-00415,Cinta aisladora,5,10.1,9.6,2.1,0.000204,0.119,0.00102,0.595
ORD-CL-202612-001692,SKU-00364,Tarugos nylon bolsa 50u,3,12.6,8.3,3.0,0.000314,0.26,0.000942,0.78
ORD-CL-202612-001692,SKU-00430,Clavos caja 1kg,2,15.3,9.6,6.1,0.000896,0.981,0.001792,1.962
ORD-CL-202612-001692,SKU-00255,Smart TV 43 pulgadas,4,106.8,70.5,15.2,0.114447,12.272,0.457788,49.088
ORD-CL-202612-001692,SKU-00479,Cámara seguridad,7,20.0,15.1,10.2,0.00308,0.713,0.02156,4.991
ORD-CL-202612-001692,SKU-00449,Pintura látex 4L,2,19.3,20.0,25.2,0.009727,4.631,0.019454,9.262
ORD-CL-202612-001692,SKU-00739,Martillo carpintero,2,31.0,12.4,3.9,0.001499,1.044,0.002998,2.088
ORD-CL-202612-001692,SKU-00105,Interruptor eléctrico,7,12.2,8.4,6.3,0.000646,0.163,0.004522,1.141
ORD-CL-202612-001692,SKU-00503,Mouse óptico,3,15.7,9.8,5.2,0.0008,0.181,0.0024,0.543
ORD-CL-202612-001692,SKU-00641,Cámara seguridad,5,20.6,14.6,10.4,0.003128,0.649,0.01564,3.245
ORD-CL-202612-001692,SKU-00556,Tarugos nylon bolsa 50u,5,12.1,8.1,3.1,0.000304,0.242,0.00152,1.21
ORD-CL-202612-001692,SKU-00147,Reloj pared,8,36.4,36.2,7.8,0.010278,1.094,0.082224,8.752
ORD-CL-202612-001692,SKU-00499,Smart TV 43 pulgadas,5,113.7,70.3,15.1,0.120696,13.598,0.60348,67.99
ORD-CL-202612-001693,SKU-00818,Smart TV 43 pulgadas,2,114.7,68.6,15.1,0.118813,12.783,0.237626,25.566
ORD-CL-202612-001693,SKU-00038,Florero cerámica,1,25.4,25.2,38.8,0.024835,2.383,0.024835,2.383
ORD-CL-202612-001693,SKU-00316,Cinta aisladora,1,10.4,10.5,2.0,0.000218,0.114,0.000218,0.114
ORD-CL-202612-001693,SKU-00856,Lámpara mesa,15,33.8,26.1,24.0,0.021172,2.332,0.31758,34.98
ORD-CL-202612-001693,SKU-00530,Sierra circular,5,45.1,34.4,14.9,0.023116,5.413,0.11558,27.065
ORD-CL-202612-001694,SKU-00256,Alicate universal,11,21.1,6.7,2.9,0.00041,0.342,0.00451,3.762
ORD-CL-202612-001694,SKU-00608,Notebook 15 pulgadas,1,41.9,31.2,6.0,0.007844,2.182,0.007844,2.182
ORD-CL-202612-001694,SKU-00063,Caja herramientas plástica,2,52.4,31.0,24.8,0.040285,3.424,0.08057,6.848
ORD-CL-202612-001694,SKU-00697,Silicona cartucho,3,23.5,5.1,5.1,0.000611,0.273,0.001833,0.819
ORD-CL-202612-001694,SKU-00803,Router WiFi,11,25.9,19.8,8.2,0.004205,0.8,0.046255,8.8
ORD-CL-202612-001694,SKU-00838,Notebook 15 pulgadas,4,41.6,30.2,6.0,0.007538,2.106,0.030152,8.424
ORD-CL-202612-001694,SKU-00454,Cámara seguridad,3,19.1,14.3,9.9,0.002704,0.711,0.008112,2.133
ORD-CL-202612-001694,SKU-00465,Amoladora angular,4,41.2,33.2,11.5,0.01573,3.217,0.06292,12.868
ORD-CL-202612-001694,SKU-00811,Florero cerámica,5,25.6,25.0,39.7,0.025408,2.753,0.12704,13.765
ORD-CL-202612-001694,SKU-00326,Martillo carpintero,3,33.2,12.5,4.0,0.00166,0.863,0.00498,2.589
ORD-CL-202612-001694,SKU-00340,Caja herramientas plástica,2,47.5,29.0,25.8,0.035539,3.391,0.071078,6.782
ORD-CL-202612-001694,SKU-00142,Escalera aluminio 4 peldaños,4,118.1,46.3,15.4,0.084208,7.637,0.336832,30.548
ORD-CL-202612-001694,SKU-00548,Broca acero 10mm,7,19.3,5.1,3.0,0.000295,0.175,0.002065,1.225
ORD-CL-202612-001694,SKU-00001,Martillo carpintero,1,33.4,11.5,4.1,0.001575,1.006,0.001575,1.006
ORD-CL-202612-001694,SKU-00123,Silicona cartucho,4,23.4,5.1,4.8,0.000573,0.274,0.002292,1.096
ORD-CL-202612-001694,SKU-00532,Alicate universal,5,21.5,7.1,3.0,0.000458,0.379,0.00229,1.895
ORD-CL-202612-001694,SKU-00856,Lámpara mesa,5,33.8,26.1,24.0,0.021172,2.332,0.10586,11.66
ORD-CL-202612-001694,SKU-00533,Amoladora angular,3,40.0,32.8,11.7,0.01535,2.836,0.04605,8.508
ORD-CL-202612-001694,SKU-00238,Tablet 10 pulgadas,3,27.1,19.5,6.3,0.003329,0.83,0.009987,2.49
ORD-CL-202612-001695,SKU-00065,Parlante Bluetooth,5,24.7,12.4,12.3,0.003767,0.9,0.018835,4.5
ORD-CL-202612-001695,SKU-00398,Tablet 10 pulgadas,2,28.8,20.6,6.3,0.003738,0.929,0.007476,1.858
ORD-CL-202612-001695,SKU-00575,Pintura látex 1L,3,11.5,12.0,14.2,0.00196,1.335,0.00588,4.005
ORD-CL-202612-001695,SKU-00136,Tornillos caja 100u,4,7.9,6.3,3.8,0.000189,0.439,0.000756,1.756
ORD-CL-202612-001695,SKU-00443,Mouse óptico,3,15.2,9.9,5.1,0.000767,0.2,0.002301,0.6
ORD-CL-202612-001695,SKU-00493,Espejo pared 80x60,1,90.5,70.1,7.7,0.048849,7.408,0.048849,7.408
ORD-CL-202612-001695,SKU-00871,Alicate universal,1,22.3,6.7,3.1,0.000463,0.345,0.000463,0.345
ORD-CL-202612-001695,SKU-00275,Llave ajustable 8 pulgadas,1,24.5,8.4,3.1,0.000638,0.568,0.000638,0.568
ORD-CL-202612-001695,SKU-00392,Tablet 10 pulgadas,3,27.4,19.4,6.3,0.003349,0.896,0.010047,2.688
ORD-CL-202612-001695,SKU-00780,Tablet 10 pulgadas,3,28.5,20.2,5.7,0.003281,0.854,0.009843,2.562
ORD-CL-202612-001695,SKU-00628,Cable eléctrico 10m,5,25.9,26.1,8.4,0.005678,1.255,0.02839,6.275
ORD-CL-202612-001695,SKU-00656,Pintura látex 1L,2,12.2,11.6,14.3,0.002024,1.319,0.004048,2.638
ORD-CL-202612-001695,SKU-00180,Mouse óptico,4,15.2,9.9,5.0,0.000752,0.18,0.003008,0.72
ORD-CL-202612-001695,SKU-00193,Florero cerámica,1,24.2,25.8,38.6,0.0241,2.376,0.0241,2.376
ORD-CL-202612-001695,SKU-00065,Parlante Bluetooth,6,24.7,12.4,12.3,0.003767,0.9,0.022602,5.4
ORD-CL-202612-001695,SKU-00402,Router WiFi,3,24.7,20.6,7.6,0.003867,0.698,0.011601,2.094
ORD-CL-202612-001695,SKU-00089,Espejo pared 80x60,4,86.2,68.8,8.2,0.048631,7.542,0.194524,30.168
ORD-CL-202612-001695,SKU-00519,Martillo carpintero,1,33.2,12.0,4.0,0.001594,0.897,0.001594,0.897
ORD-CL-202612-001695,SKU-00293,Clavos caja 1kg,5,15.4,10.3,6.3,0.000999,1.095,0.004995,5.475
ORD-CL-202612-001696,SKU-00883,Lámpara mesa,6,35.5,24.9,26.1,0.023071,2.418,0.138426,14.508
ORD-CL-202612-001696,SKU-00378,Pintura látex 4L,3,19.1,19.0,25.8,0.009363,4.834,0.028089,14.502
ORD-CL-202612-001696,SKU-00835,Pintura látex 4L,4,20.1,20.4,23.9,0.0098,5.299,0.0392,21.196
ORD-CL-202612-001697,SKU-00751,Sierra circular,1,46.9,36.0,14.5,0.024482,5.126,0.024482,5.126
ORD-CL-202612-001697,SKU-00007,Caja herramientas plástica,5,51.8,28.7,24.9,0.037018,3.518,0.18509,17.59
ORD-CL-202612-001697,SKU-00313,Caja herramientas plástica,8,48.0,30.1,25.5,0.036842,3.672,0.294736,29.376
ORD-CL-202612-001697,SKU-00351,Pintura látex 1L,2,12.3,11.8,13.6,0.001974,1.278,0.003948,2.556
ORD-CL-202612-001697,SKU-00545,Espejo pared 80x60,1,88.4,69.6,8.1,0.049836,7.687,0.049836,7.687
ORD-CL-202612-001698,SKU-00785,Clavos caja 1kg,1,14.5,10.4,5.9,0.00089,1.018,0.00089,1.018
ORD-CL-202612-001698,SKU-00687,Sierra circular,8,47.1,35.1,15.0,0.024798,5.498,0.198384,43.984
ORD-CL-202612-001698,SKU-00412,Mouse óptico,5,15.3,10.2,5.1,0.000796,0.188,0.00398,0.94
ORD-CL-202612-001698,SKU-00133,Cuadro decorativo 60x40,5,63.6,44.1,6.0,0.016829,2.608,0.084145,13.04
ORD-CL-202612-001698,SKU-00067,Mouse óptico,6,14.8,10.0,5.1,0.000755,0.181,0.00453,1.086
ORD-CL-202612-001698,SKU-00614,Sierra circular,5,43.4,33.4,15.2,0.022033,5.469,0.110165,27.345
ORD-CL-202612-001698,SKU-00285,Pintura látex 4L,1,20.3,20.1,24.5,0.009997,5.4,0.009997,5.4
ORD-CL-202612-001698,SKU-00175,Clavos caja 1kg,8,15.3,9.6,6.2,0.000911,1.025,0.007288,8.2
ORD-CL-202612-001699,SKU-00537,Rodillo pintura,1,31.5,26.1,7.6,0.006248,0.374,0.006248,0.374
ORD-CL-202612-001699,SKU-00359,Espejo pared 80x60,1,91.7,70.0,8.2,0.052636,7.054,0.052636,7.054
ORD-CL-202612-001699,SKU-00322,Notebook 15 pulgadas,5,39.2,30.3,6.2,0.007364,2.256,0.03682,11.28
ORD-CL-202612-001699,SKU-00648,Smart TV 43 pulgadas,3,107.0,69.3,15.1,0.111968,12.386,0.335904,37.158
ORD-CL-202612-001699,SKU-00696,Lámpara mesa,1,33.6,24.2,24.2,0.019678,2.196,0.019678,2.196
ORD-CL-202612-001699,SKU-00653,Estantería modular,4,100.6,51.4,20.0,0.103417,12.852,0.413668,51.408
ORD-CL-202612-001699,SKU-00810,Alicate universal,4,21.9,7.0,2.9,0.000445,0.367,0.00178,1.468
ORD-CL-202612-001699,SKU-00799,Interruptor eléctrico,8,11.8,8.0,6.0,0.000566,0.149,0.004528,1.192
ORD-CL-202612-001699,SKU-00651,Parlante Bluetooth,1,24.4,12.2,12.2,0.003632,0.935,0.003632,0.935
ORD-CL-202612-001699,SKU-00024,Taladro eléctrico,20,36.1,30.5,9.7,0.01068,2.84,0.2136,56.8
ORD-CL-202612-001700,SKU-00557,Cuadro decorativo 60x40,5,62.0,43.4,6.2,0.016683,3.004,0.083415,15.02
ORD-CL-202612-001700,SKU-00329,Alicate universal,3,21.7,6.9,3.0,0.000449,0.358,0.001347,1.074
ORD-CL-202612-001700,SKU-00263,Tablet 10 pulgadas,4,29.0,20.8,6.0,0.003619,0.888,0.014476,3.552
ORD-CL-202612-001700,SKU-00859,Escalera aluminio 4 peldaños,1,123.5,43.9,15.5,0.084036,8.112,0.084036,8.112
ORD-CL-202612-001700,SKU-00832,Espejo pared 80x60,2,91.0,71.7,7.6,0.049588,7.623,0.099176,15.246
ORD-CL-202612-001700,SKU-00776,Amoladora angular,3,41.0,33.4,12.4,0.016981,3.113,0.050943,9.339
ORD-CL-202612-001700,SKU-00850,Smartphone caja,1,17.9,9.8,4.9,0.00086,0.581,0.00086,0.581
ORD-CL-202612-001700,SKU-00318,Lámpara mesa,4,36.1,25.5,25.5,0.023474,2.277,0.093896,9.108
ORD-CL-202612-001700,SKU-00817,Tornillos caja 100u,3,7.9,6.0,4.1,0.000194,0.46,0.000582,1.38
ORD-CL-202612-001700,SKU-00257,Llave ajustable 8 pulgadas,5,26.2,7.6,3.1,0.000617,0.654,0.003085,3.27
ORD-CL-202612-001700,SKU-00234,Alicate universal,5,21.9,6.9,2.9,0.000438,0.351,0.00219,1.755
ORD-CL-202612-001700,SKU-00198,Llave ajustable 8 pulgadas,4,24.0,8.3,3.1,0.000618,0.595,0.002472,2.38
ORD-CL-202612-001701,SKU-00882,Smartphone caja,5,18.8,9.6,4.9,0.000884,0.547,0.00442,2.735
ORD-CL-202612-001701,SKU-00459,Espejo pared 80x60,5,90.2,70.8,8.3,0.053005,7.918,0.265025,39.59
ORD-CL-202612-001701,SKU-00660,Notebook 15 pulgadas,2,40.8,29.7,5.8,0.007028,2.272,0.014056,4.544
ORD-CL-202612-001701,SKU-00608,Notebook 15 pulgadas,26,41.9,31.2,6.0,0.007844,2.182,0.203944,56.732
ORD-CL-202612-001701,SKU-00571,Cámara seguridad,3,20.1,14.6,10.4,0.003052,0.608,0.009156,1.824
ORD-CL-202612-001701,SKU-00462,Tarugos nylon bolsa 50u,5,12.1,8.2,3.1,0.000308,0.267,0.00154,1.335
ORD-CL-202612-001701,SKU-00107,Silicona cartucho,4,22.7,4.8,5.2,0.000567,0.328,0.002268,1.312
ORD-CL-202612-001701,SKU-00213,Tarugos nylon bolsa 50u,4,12.2,8.1,3.1,0.000306,0.226,0.001224,0.904
ORD-CL-202612-001701,SKU-00776,Amoladora angular,6,41.0,33.4,12.4,0.016981,3.113,0.101886,18.678
ORD-CL-202612-001701,SKU-00199,Mouse óptico,4,14.7,9.9,5.0,0.000728,0.216,0.002912,0.864
ORD-CL-202612-001701,SKU-00416,Monitor 24 pulgadas,1,60.1,45.1,15.0,0.040658,5.005,0.040658,5.005
ORD-CL-202612-001701,SKU-00325,Silicona cartucho,2,22.1,5.1,4.9,0.000552,0.328,0.001104,0.656
ORD-CL-202612-001701,SKU-00267,Florero cerámica,14,24.9,25.7,41.7,0.026685,2.844,0.37359,39.816
ORD-CL-202612-001701,SKU-00135,Amoladora angular,3,41.4,33.4,11.6,0.01604,3.13,0.04812,9.39
ORD-CL-202612-001701,SKU-00534,Tornillos caja 100u,4,8.3,5.7,4.1,0.000194,0.418,0.000776,1.672
ORD-CL-202612-001701,SKU-00824,Cuadro decorativo 60x40,4,64.2,45.4,5.8,0.016905,2.721,0.06762,10.884
ORD-CL-202612-001701,SKU-00006,Monitor 24 pulgadas,5,59.2,46.1,14.7,0.040118,5.129,0.20059,25.645
ORD-CL-202612-001701,SKU-00446,Taladro eléctrico,5,37.4,30.4,10.1,0.011483,2.754,0.057415,13.77
ORD-CL-202612-001702,SKU-00093,Rodillo pintura,8,30.6,25.3,8.1,0.006271,0.387,0.050168,3.096
ORD-CL-202612-001702,SKU-00533,Amoladora angular,5,40.0,32.8,11.7,0.01535,2.836,0.07675,14.18
ORD-CL-202612-001702,SKU-00549,Tarugos nylon bolsa 50u,4,12.0,8.3,3.0,0.000299,0.232,0.001196,0.928
ORD-CL-202612-001702,SKU-00874,Llave ajustable 8 pulgadas,3,25.6,8.1,3.0,0.000622,0.599,0.001866,1.797
ORD-CL-202612-001702,SKU-00658,Taladro eléctrico,1,37.0,28.8,9.6,0.01023,2.969,0.01023,2.969
ORD-CL-202612-001702,SKU-00201,Caja herramientas plástica,3,47.5,30.0,24.9,0.035483,3.517,0.106449,10.551
ORD-CL-202612-001702,SKU-00893,Tornillos caja 100u,3,7.9,6.0,4.1,0.000194,0.417,0.000582,1.251
ORD-CL-202612-001702,SKU-00532,Alicate universal,3,21.5,7.1,3.0,0.000458,0.379,0.001374,1.137
ORD-CL-202612-001702,SKU-00124,Parlante Bluetooth,1,25.3,11.5,11.6,0.003375,0.913,0.003375,0.913
ORD-CL-202612-001702,SKU-00791,Sierra circular,2,45.2,35.6,15.6,0.025102,5.72,0.050204,11.44
ORD-CL-202612-001702,SKU-00356,Router WiFi,3,24.1,20.1,7.7,0.00373,0.779,0.01119,2.337
ORD-CL-202612-001702,SKU-00634,Smart TV 43 pulgadas,4,111.6,70.7,15.3,0.120719,13.114,0.482876,52.456
ORD-CL-202612-001702,SKU-00116,Monitor 24 pulgadas,4,59.1,44.5,15.2,0.039975,4.474,0.1599,17.896
ORD-CL-202612-001702,SKU-00121,Caja herramientas plástica,8,50.2,30.9,23.8,0.036918,3.67,0.295344,29.36
ORD-CL-202612-001702,SKU-00634,Smart TV 43 pulgadas,1,111.6,70.7,15.3,0.120719,13.114,0.120719,13.114
ORD-CL-202612-001702,SKU-00518,Florero cerámica,2,24.5,25.1,41.9,0.025766,2.738,0.051532,5.476
ORD-CL-202612-001702,SKU-00323,Estantería modular,5,102.3,50.5,20.6,0.106423,10.822,0.532115,54.11
ORD-CL-202612-001703,SKU-00888,Escalera aluminio 4 peldaños,4,124.3,47.0,15.7,0.091721,7.702,0.366884,30.808
ORD-CL-202612-001703,SKU-00304,Mouse óptico,23,15.0,9.5,5.1,0.000727,0.196,0.016721,4.508
ORD-CL-202612-001703,SKU-00520,Smartphone caja,19,17.2,10.0,5.1,0.000877,0.618,0.016663,11.742
ORD-CL-202612-001703,SKU-00852,Llave ajustable 8 pulgadas,4,24.1,8.2,2.9,0.000573,0.572,0.002292,2.288
ORD-CL-202612-001703,SKU-00466,Cinta aisladora,9,9.7,9.5,2.0,0.000184,0.108,0.001656,0.972
ORD-CL-202612-001703,SKU-00306,Manguera jardín 20m,2,33.7,36.5,15.4,0.018943,4.01,0.037886,8.02
ORD-CL-202612-001703,SKU-00451,Mouse óptico,11,14.9,9.6,5.1,0.00073,0.189,0.00803,2.079
ORD-CL-202612-001703,SKU-00784,Pintura látex 1L,4,12.2,11.5,14.2,0.001992,1.274,0.007968,5.096
ORD-CL-202612-001703,SKU-00432,Florero cerámica,5,25.0,25.0,40.2,0.025125,2.737,0.125625,13.685
ORD-CL-202612-001703,SKU-00081,Cámara seguridad,4,20.2,15.5,9.9,0.0031,0.701,0.0124,2.804
ORD-CL-202612-001703,SKU-00334,Taladro eléctrico,2,37.6,31.0,9.8,0.011423,2.792,0.022846,5.584
ORD-CL-202612-001703,SKU-00328,Parlante Bluetooth,2,25.3,12.5,11.4,0.003605,1.011,0.00721,2.022
ORD-CL-202612-001703,SKU-00837,Caja herramientas plástica,7,48.0,31.5,24.9,0.037649,3.358,0.263543,23.506
ORD-CL-202612-001703,SKU-00647,Tablet 10 pulgadas,3,28.7,19.5,6.1,0.003414,0.843,0.010242,2.529
ORD-CL-202612-001703,SKU-00851,Mouse óptico,4,14.3,10.3,5.1,0.000751,0.219,0.003004,0.876
ORD-CL-202612-001703,SKU-00478,Parlante Bluetooth,8,26.2,12.2,11.9,0.003804,0.995,0.030432,7.96
ORD-CL-202612-001703,SKU-00517,Tarugos nylon bolsa 50u,4,11.5,7.8,3.1,0.000278,0.231,0.001112,0.924
ORD-CL-202612-001703,SKU-00412,Mouse óptico,4,15.3,10.2,5.1,0.000796,0.188,0.003184,0.752
ORD-CL-202612-001704,SKU-00175,Clavos caja 1kg,1,15.3,9.6,6.2,0.000911,1.025,0.000911,1.025
ORD-CL-202612-001704,SKU-00484,Interruptor eléctrico,5,11.4,8.3,6.1,0.000577,0.162,0.002885,0.81
ORD-CL-202612-001704,SKU-00620,Cinta aisladora,5,10.1,10.3,2.1,0.000218,0.12,0.00109,0.6
ORD-CL-202612-001704,SKU-00198,Llave ajustable 8 pulgadas,29,24.0,8.3,3.1,0.000618,0.595,0.017922,17.255
ORD-CL-202612-001704,SKU-00324,Pintura látex 4L,1,19.2,20.2,24.5,0.009502,5.583,0.009502,5.583
ORD-CL-202612-001704,SKU-00641,Cámara seguridad,8,20.6,14.6,10.4,0.003128,0.649,0.025024,5.192
ORD-CL-202612-001705,SKU-00734,Interruptor eléctrico,2,12.5,7.8,5.9,0.000575,0.143,0.00115,0.286
ORD-CL-202612-001705,SKU-00628,Cable eléctrico 10m,2,25.9,26.1,8.4,0.005678,1.255,0.011356,2.51
ORD-CL-202612-001705,SKU-00830,Monitor 24 pulgadas,1,62.4,46.9,15.3,0.044776,4.87,0.044776,4.87
ORD-CL-202612-001705,SKU-00116,Monitor 24 pulgadas,4,59.1,44.5,15.2,0.039975,4.474,0.1599,17.896
ORD-CL-202612-001705,SKU-00232,Estantería modular,4,95.7,52.4,19.5,0.097786,12.13,0.391144,48.52
ORD-CL-202612-001705,SKU-00375,Tablet 10 pulgadas,5,29.4,20.0,5.9,0.003469,0.965,0.017345,4.825
ORD-CL-202612-001705,SKU-00164,Tablet 10 pulgadas,5,27.2,19.3,5.9,0.003097,0.981,0.015485,4.905
